nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-08;421.093994140625;;481.5260009765625;;87.44989776611328
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-08;1431.3499755859375;;4341.56396484375;;32.96849822998047
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-08;278.96099853515625;;891.947021484375;;31.27549934387207
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-01-08;106.4219970703125;;558.31298828125;;19.061399459838867
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-08;834.1129760742188;;5357.2861328125;;15.569700241088867
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2021-01-08;63.79600143432617;110.96700286865234;259.9280090332031;451.7430114746094;24.543699264526367
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-08;178.8090057373047;;268.2449951171875;;66.65879821777344
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-08;2398.26904296875;;22650.265625;;10.588299751281738
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-08;1238.4659423828125;;4494.10888671875;;27.5575008392334
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-08;521.3740234375;;1724.18701171875;;30.238800048828125
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2021-01-08;964.6920166015625;;2916.330078125;;33.07899856567383
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2021-01-08;302.70001220703125;;328.6090087890625;;92.1156005859375
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-08;62.861000061035156;76.02300262451172;109.01499938964844;145.0189971923828;57.66270065307617
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2021-01-08;10.333000183105469;;12.763999938964844;;80.9542007446289
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-08;815.1829833984375;;1825.697021484375;;44.6505012512207
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-08;7.568999767303467;;10.050999641418457;;75.30590057373047
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-08;64.39099884033203;112.95999908447266;283.57501220703125;483.9639892578125;22.706899642944336
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-08;10.75;43.26900100708008;11.239999771118164;42.83599853515625;95.6406021118164
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-08;17.374000549316406;;57.483001708984375;;30.224599838256836
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-08;581.052001953125;;6559.416015625;;8.85830020904541
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-08;820.5029907226562;;3403.291015625;;24.109100341796875
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-08;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-08;196.375;;445.9570007324219;;44.03450012207031
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-08;285.5849914550781;;378.2510070800781;;75.50150299072266
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-08;670.5390014648438;;4999.43310546875;;13.412300109863281
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-08;152.3090057373047;;453.03399658203125;;33.61980056762695
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-08;6652.98193359375;2228.20703125;34798.828125;6529.7080078125;19.11840057373047
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-01-08;520.4030151367188;;875.1439819335938;;59.46480178833008
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-08;14264.0556640625;;30048.21875;;47.47060012817383
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-08;1226.8310546875;;2320.345947265625;;52.872798919677734
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-08;1052.7840576171875;8036.05517578125;2347.02294921875;16013.0;44.85609817504883
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-01-08;2046.9090576171875;;7686.39013671875;;26.630300521850586
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-09;606.9140014648438;;4328.18115234375;;14.02239990234375
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-09;1377.552001953125;;2713.259033203125;;50.77109909057617
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2021-01-09;124.2300033569336;;776.4949951171875;;15.998800277709961
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-09;200.74200439453125;;2991.337890625;;6.7108001708984375
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;880.6630249023438;;2741.81005859375;;32.11980056762695
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-09;1496.2349853515625;;2393.97607421875;;62.5
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2021-01-09;55.4640007019043;;264.1130065917969;;21.000099182128906
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;2.2179999351501465;;20.61400032043457;;10.759699821472168
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-09;309.4490051269531;;849.6959838867188;;36.418800354003906
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;28.256999969482422;;30.798999786376953;;91.74649810791016
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-09;672.4630126953125;;1564.512939453125;;42.9822998046875
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-09;134.36900329589844;;228.0189971923828;;58.92890167236328
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-09;466.38299560546875;;3894.239013671875;;11.976200103759766
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-09;334.6549987792969;;3372.027099609375;;9.924400329589844
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;507.86700439453125;;1524.1510009765625;;33.3213005065918
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;122.25499725341797;;424.2130126953125;;28.81920051574707
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;364.3280029296875;;1424.634033203125;;25.573400497436523
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2021-01-09;21.58799934387207;;27.274999618530273;;79.14939880371094
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;1889.2159423828125;;21816.111328125;;8.659700393676758
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2021-01-09;117.9520034790039;;206.75799560546875;;57.048301696777344
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;25.8700008392334;;112.63600158691406;;22.96780014038086
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-09;476.28399658203125;;799.9619750976562;;59.538299560546875
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-09;6690.89794921875;;35033.36328125;;19.098600387573242
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-09;1881.2039794921875;;5934.4267578125;;31.699800491333008
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2021-01-09;87.24500274658203;;376.5270080566406;;23.17099952697754
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-09;67.4219970703125;;102.27200317382812;;65.92420196533203
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-09;263.625;;400.218994140625;;65.87020111083984
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2021-01-09;1897.14599609375;;3680.138916015625;;51.550899505615234
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-09;770.4710083007812;420.98199462890625;1982.135009765625;1006.1719970703125;38.87080001831055
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-09;1783.501953125;;3415.156982421875;;52.22309875488281
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;1616.10400390625;;15642.1142578125;;10.331700325012207
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-09;454.4939880371094;;1195.0240478515625;;38.03219985961914
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2021-01-09;13.734999656677246;;20.68600082397461;;66.39759826660156
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-09;700.7919921875;;4115.205078125;;17.029300689697266
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-09;418.8789978027344;;481.5260009765625;;86.98989868164062
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-09;1382.7239990234375;;4341.56396484375;;31.848499298095703
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-09;282.9320068359375;;891.947021484375;;31.720699310302734
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-01-09;105.46499633789062;;558.31298828125;;18.88990020751953
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-09;826.5609741210938;;5357.2861328125;;15.42870044708252
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2021-01-09;64.33200073242188;111.88899993896484;259.9280090332031;451.7430114746094;24.749900817871094
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;157.78799438476562;;268.2449951171875;;58.82229995727539
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;2417.376953125;;22650.265625;;10.672599792480469
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-09;1255.2760009765625;;4494.10888671875;;27.93160057067871
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-09;513.3170166015625;;1724.18701171875;;29.771499633789062
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2021-01-09;951.9869995117188;;2916.330078125;;32.6432991027832
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2021-01-09;301.7829895019531;;328.6090087890625;;91.83650207519531
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-09;67.31300354003906;81.23300170898438;109.01499938964844;145.0189971923828;61.746498107910156
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2021-01-09;10.449000358581543;;12.763999938964844;;81.86309814453125
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-09;805.9869995117188;;1825.697021484375;;44.14680099487305
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-09;8.190999984741211;;10.050999641418457;;81.49440002441406
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-09;65.41799926757812;114.73899841308594;283.57501220703125;483.9639892578125;23.069000244140625
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-09;10.730999946594238;43.18000030517578;11.239999771118164;42.83599853515625;95.47149658203125
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-09;17.374000549316406;;57.483001708984375;;30.224599838256836
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;601.4739990234375;;6559.416015625;;9.169599533081055
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-09;821.4990234375;;3403.291015625;;24.138399124145508
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-09;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-09;196.48399353027344;;445.9570007324219;;44.058998107910156
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-09;281.47698974609375;;378.2510070800781;;74.41539764404297
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-09;716.1909790039062;;4999.43310546875;;14.325400352478027
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-09;159.20799255371094;;453.03399658203125;;35.142601013183594
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-09;6624.5322265625;2215.320068359375;34798.828125;6529.7080078125;19.036699295043945
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-01-09;514.0390014648438;;875.1439819335938;;58.73759841918945
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-09;14378.203125;;30048.21875;;47.850399017333984
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-09;1245.64599609375;;2320.345947265625;;53.68360137939453
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-09;1058.77001953125;8076.3818359375;2347.02294921875;16013.0;45.11119842529297
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-01-09;1997.467041015625;;7686.39013671875;;25.98710060119629
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-10;626.4949951171875;;4328.18115234375;;14.474800109863281
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-10;1392.447998046875;;2713.259033203125;;51.320098876953125
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2021-01-10;126.46299743652344;;776.4949951171875;;16.286399841308594
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-10;199.0850067138672;;2991.337890625;;6.655399799346924
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;870.9539794921875;;2741.81005859375;;31.76569938659668
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-10;1508.4439697265625;;2393.97607421875;;63.0099983215332
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2021-01-10;56.654998779296875;;264.1130065917969;;21.451000213623047
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;5.8520002365112305;;20.61400032043457;;28.388500213623047
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-10;313.2539978027344;;849.6959838867188;;36.866600036621094
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;26.65999984741211;;30.798999786376953;;86.5613021850586
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-10;669.8770141601562;;1564.512939453125;;42.81700134277344
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-10;132.5970001220703;;228.0189971923828;;58.15169906616211
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-10;475.5069885253906;;3894.239013671875;;12.21049976348877
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-10;335.9849853515625;;3372.027099609375;;9.963899612426758
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;492.10699462890625;;1524.1510009765625;;32.28730010986328
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;130.85800170898438;;424.2130126953125;;30.847200393676758
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;361.9779968261719;;1424.634033203125;;25.40850067138672
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2021-01-10;21.64900016784668;;27.274999618530273;;79.37310028076172
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;1917.5469970703125;;21816.111328125;;8.789600372314453
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2021-01-10;117.61000061035156;;206.75799560546875;;56.88290023803711
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;26.763999938964844;;112.63600158691406;;23.761499404907227
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-10;499.17401123046875;;799.9619750976562;;62.39970016479492
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-10;6866.07177734375;;35033.36328125;;19.59869956970215
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-10;1864.79296875;;5934.4267578125;;31.42329978942871
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2021-01-10;86.49700164794922;;376.5270080566406;;22.972299575805664
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-10;72.8499984741211;;102.27200317382812;;71.23159790039062
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-10;270.50799560546875;;400.218994140625;;67.58999633789062
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2021-01-10;1926.97705078125;;3680.138916015625;;52.36149978637695
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-10;768.3159790039062;419.8760070800781;1982.135009765625;1006.1719970703125;38.762001037597656
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-10;1804.6920166015625;;3415.156982421875;;52.84360122680664
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;1611.8270263671875;;15642.1142578125;;10.304400444030762
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-10;458.95599365234375;;1195.0240478515625;;38.405601501464844
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2021-01-10;14.074000358581543;;20.68600082397461;;68.0363998413086
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-10;704.8140258789062;;4115.205078125;;17.127099990844727
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-10;417.04901123046875;;481.5260009765625;;86.60990142822266
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-10;1295.18798828125;;4341.56396484375;;29.832300186157227
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-10;293.8819885253906;;891.947021484375;;32.94839859008789
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-01-10;104.50700378417969;;558.31298828125;;18.718399047851562
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-10;784.0490112304688;;5357.2861328125;;14.635199546813965
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2021-01-10;65.14800262451172;113.30400085449219;259.9280090332031;451.7430114746094;25.063899993896484
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;148.2310028076172;;268.2449951171875;;55.25960159301758
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;2439.010009765625;;22650.265625;;10.768099784851074
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-10;1274.91796875;;4494.10888671875;;28.368600845336914
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-10;503.0350036621094;;1724.18701171875;;29.175199508666992
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2021-01-10;944.4819946289062;;2916.330078125;;32.38600158691406
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2021-01-10;299.9840087890625;;328.6090087890625;;91.28900146484375
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-10;64.52300262451172;77.91300201416016;109.01499938964844;145.0189971923828;59.18730163574219
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2021-01-10;10.289999961853027;;12.763999938964844;;80.61740112304688
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-10;816.8839721679688;;1825.697021484375;;44.74369812011719
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-10;7.974999904632568;;10.050999641418457;;79.34529876708984
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-10;66.2229995727539;116.13700103759766;283.57501220703125;483.9639892578125;23.3528995513916
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-10;11.706000328063965;47.04199981689453;11.239999771118164;42.83599853515625;104.1458969116211
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-10;17.374000549316406;;57.483001708984375;;30.224599838256836
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;618.8599853515625;;6559.416015625;;9.434700012207031
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-10;850.4000244140625;;3403.291015625;;24.987600326538086
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-10;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-10;196.19000244140625;;445.9570007324219;;43.99300003051758
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-10;276.7439880371094;;378.2510070800781;;73.16410064697266
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-10;736.85400390625;;4999.43310546875;;14.738800048828125
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-10;143.71499633789062;;453.03399658203125;;31.72279930114746
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-10;6587.4072265625;2203.928955078125;34798.828125;6529.7080078125;18.93000030517578
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-01-10;508.56201171875;;875.1439819335938;;58.11180114746094
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-10;14462.90625;;30048.21875;;48.132301330566406
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-10;1245.64599609375;;2320.345947265625;;53.68360137939453
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-10;1065.001953125;8118.408203125;2347.02294921875;16013.0;45.37670135498047
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-01-10;2003.2760009765625;;7686.39013671875;;26.062599182128906
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-11;610.4249877929688;;4328.18115234375;;14.103500366210938
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-11;1402.31396484375;;2713.259033203125;;51.683799743652344
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2021-01-11;128.84100341796875;;776.4949951171875;;16.592599868774414
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-11;198.2729949951172;;2991.337890625;;6.628200054168701
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-11;859.3989868164062;;2741.81005859375;;31.344200134277344
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-11;1508.4439697265625;;2393.97607421875;;63.0099983215332
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2021-01-11;57.84700012207031;;264.1130065917969;;21.90239906311035
