nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-01;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-01;191.0290069580078;;445.9570007324219;;42.83570098876953
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-01;268.95001220703125;;378.2510070800781;;71.10359954833984
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-01;529.8889770507812;;4999.43310546875;;10.598999977111816
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-01;144.45899963378906;;453.03399658203125;;31.886999130249023
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-01;6744.31884765625;2245.22607421875;34798.828125;6529.7080078125;19.38089942932129
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-01-01;523.1439819335938;;875.1439819335938;;59.77799987792969
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-01;13692.7060546875;;30048.21875;;45.56909942626953
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-01;1198.73095703125;;2320.345947265625;;51.66170120239258
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-01;1010.5889892578125;7748.50390625;2347.02294921875;16013.0;43.05830001831055
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-01-01;1870.9449462890625;;7686.39013671875;;24.340999603271484
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-02;436.843994140625;;4328.18115234375;;10.093000411987305
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-02;1454.594970703125;;2713.259033203125;;53.610599517822266
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2021-01-02;109.94599914550781;;776.4949951171875;;14.159299850463867
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-02;213.00599670410156;;2991.337890625;;7.120800018310547
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;853.2219848632812;;2741.81005859375;;31.118900299072266
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-02;1484.0260009765625;;2393.97607421875;;61.9900016784668
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2021-01-02;48.590999603271484;;264.1130065917969;;18.39780044555664
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;6.9710001945495605;;20.61400032043457;;33.81679916381836
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-02;278.1619873046875;;849.6959838867188;;32.73659896850586
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;24.27400016784668;;30.798999786376953;;78.81420135498047
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-02;685.2739868164062;;1564.512939453125;;43.80110168457031
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-02;131.21800231933594;;228.0189971923828;;57.547000885009766
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-02;416.989990234375;;3894.239013671875;;10.707900047302246
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-02;321.44500732421875;;3372.027099609375;;9.532699584960938
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;414.1340026855469;;1524.1510009765625;;27.171499252319336
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;114.22799682617188;;424.2130126953125;;26.927000045776367
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;388.7539978027344;;1424.634033203125;;27.288000106811523
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2021-01-02;21.770999908447266;;27.274999618530273;;79.82029724121094
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;1759.18994140625;;21816.111328125;;8.063699722290039
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2021-01-02;122.01200103759766;;206.75799560546875;;59.012001037597656
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;18.61400032043457;;112.63600158691406;;16.525800704956055
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-02;441.84600830078125;;799.9619750976562;;55.2333984375
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-02;5927.38916015625;;35033.36328125;;16.919300079345703
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-02;1898.824951171875;;5934.4267578125;;31.99679946899414
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2021-01-02;84.14199829101562;;376.5270080566406;;22.346900939941406
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-02;70.74299621582031;;102.27200317382812;;69.17140197753906
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-02;250.73699951171875;;400.218994140625;;62.649898529052734
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2021-01-02;1874.68505859375;;3680.138916015625;;50.94060134887695
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-02;761.2659912109375;416.25299072265625;1982.135009765625;1006.1719970703125;38.40639877319336
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-02;1577.5360107421875;;3415.156982421875;;46.19219970703125
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;1528.343994140625;;15642.1142578125;;9.770700454711914
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-02;435.135986328125;;1195.0240478515625;;36.41230010986328
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2021-01-02;7.622000217437744;;20.68600082397461;;36.84619903564453
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-02;615.802001953125;;4115.205078125;;14.964099884033203
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-02;432.6510009765625;;481.5260009765625;;89.8499984741211
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-02;1647.22998046875;;4341.56396484375;;37.94089889526367
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-02;284.7860107421875;;891.947021484375;;31.928600311279297
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-01-02;112.38999938964844;;558.31298828125;;20.130300521850586
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-02;727.8170166015625;;5357.2861328125;;13.585599899291992
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2021-01-02;68.36499786376953;118.75900268554688;259.9280090332031;451.7430114746094;26.30150032043457
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;165.5590057373047;;268.2449951171875;;61.71929931640625
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;2335.194091796875;;22650.265625;;10.309800148010254
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-02;1138.197998046875;;4494.10888671875;;25.326400756835938
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-02;557.3880004882812;;1724.18701171875;;32.327598571777344
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2021-01-02;1012.3900146484375;;2916.330078125;;34.714500427246094
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2021-01-02;308.54400634765625;;328.6090087890625;;93.89399719238281
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-02;65.63899993896484;78.96499633789062;109.01499938964844;145.0189971923828;60.21099853515625
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2021-01-02;11.673999786376953;;12.763999938964844;;91.46040344238281
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-02;815.1160278320312;;1825.697021484375;;44.64680099487305
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-02;7.177999973297119;;10.050999641418457;;71.41580200195312
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-02;57.96500015258789;101.78199768066406;283.57501220703125;483.9639892578125;20.440799713134766
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-02;4.308000087738037;17.49799919128418;11.239999771118164;42.83599853515625;38.32740020751953
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-02;15.878999710083008;;57.483001708984375;;27.62380027770996
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;578.7570190429688;;6559.416015625;;8.8233003616333
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-02;797.9349975585938;;3403.291015625;;23.445999145507812
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2021-01-02;0.0;;259.0920104980469;;0.0
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-02;190.65699768066406;;445.9570007324219;;42.75230026245117
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-02;279.6109924316406;;378.2510070800781;;73.9220962524414
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-02;542.1510009765625;;4999.43310546875;;10.844200134277344
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-02;151.38400268554688;;453.03399658203125;;33.41559982299805
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2021-01-02;6729.7919921875;2241.955078125;34798.828125;6529.7080078125;19.339099884033203
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2021-01-02;534.9089965820312;;875.1439819335938;;61.122398376464844
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-02;13666.935546875;;30048.21875;;45.483299255371094
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-02;1208.01904296875;;2320.345947265625;;52.0620002746582
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-02;1018.6690063476562;7802.69091796875;2347.02294921875;16013.0;43.4025993347168
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2021-01-02;1885.3509521484375;;7686.39013671875;;24.528400421142578
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-03;477.9729919433594;;4328.18115234375;;11.043299674987793
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2021-01-03;1454.7559814453125;;2713.259033203125;;53.616600036621094
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2021-01-03;113.0979995727539;;776.4949951171875;;14.565199851989746
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-03;211.6060028076172;;2991.337890625;;7.073999881744385
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;869.7490234375;;2741.81005859375;;31.72170066833496
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-03;1488.094970703125;;2393.97607421875;;62.15999984741211
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2021-01-03;50.05400085449219;;264.1130065917969;;18.95170021057129
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;6.9720001220703125;;20.61400032043457;;33.82170104980469
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-03;282.3030090332031;;849.6959838867188;;33.2239990234375
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;24.274999618530273;;30.798999786376953;;78.81749725341797
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-03;685.4630126953125;;1564.512939453125;;43.813201904296875
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-03;139.3520050048828;;228.0189971923828;;61.114200592041016
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-03;450.03900146484375;;3894.239013671875;;11.556500434875488
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-03;326.10101318359375;;3372.027099609375;;9.67080020904541
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;430.65899658203125;;1524.1510009765625;;28.255699157714844
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;119.0770034790039;;424.2130126953125;;28.070100784301758
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;396.8970031738281;;1424.634033203125;;27.859600067138672
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2021-01-03;21.770999908447266;;27.274999618530273;;79.82029724121094
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;1781.51904296875;;21816.111328125;;8.166099548339844
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2021-01-03;121.58799743652344;;206.75799560546875;;58.80690002441406
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;19.503999710083008;;112.63600158691406;;17.31599998474121
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-03;462.03399658203125;;799.9619750976562;;57.75699996948242
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-03;6039.626953125;;35033.36328125;;17.239599227905273
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2021-01-03;1924.365966796875;;5934.4267578125;;32.42720031738281
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2021-01-03;84.927001953125;;376.5270080566406;;22.555400848388672
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-03;72.85600280761719;;102.27200317382812;;71.23750305175781
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2021-01-03;0.0;;400.218994140625;;0.0
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2021-01-03;1897.14599609375;;3680.138916015625;;51.550899505615234
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2021-01-03;761.4619750976562;416.35400390625;1982.135009765625;1006.1719970703125;38.41630172729492
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2021-01-03;1645.8260498046875;;3415.156982421875;;48.19179916381836
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2021-01-03;1550.89501953125;;15642.1142578125;;9.914899826049805
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-03;438.25;;1195.0240478515625;;36.67290115356445
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2021-01-03;10.043000221252441;;20.68600082397461;;48.54970169067383
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2021-01-03;633.0390014648438;;4115.205078125;;15.38290023803711
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2021-01-03;433.614013671875;;481.5260009765625;;90.05000305175781
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2021-01-03;1683.6219482421875;;4341.56396484375;;38.77920150756836
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2021-01-03;289.7309875488281;;891.947021484375;;32.483001708984375
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2021-01-03;111.53600311279297;;558.31298828125;;19.9773006439209
