nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-02;121.62699890136719;;453.03399658203125;;26.847200393676758
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-09-02;11593.037109375;4093.58203125;34798.828125;6529.7080078125;33.31439971923828
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-09-02;63.82600021362305;;875.1439819335938;;7.2932000160217285
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-09-02;22357.49609375;;30048.21875;;74.40540313720703
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-02;1435.6300048828125;;2320.345947265625;;61.87139892578125
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-02;1695.4739990234375;12156.5849609375;2347.02294921875;16013.0;72.23930358886719
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-09-02;5610.32080078125;;7686.39013671875;;72.99030303955078
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-03;1380.1619873046875;;4328.18115234375;;31.887800216674805
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-03;2169.696044921875;;2713.259033203125;;79.96640014648438
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-09-03;382.27899169921875;;776.4949951171875;;49.23139953613281
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-03;1775.0589599609375;;2991.337890625;;59.34000015258789
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;1265.9580078125;;2741.81005859375;;46.172298431396484
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-09-03;1693.4990234375;;2393.97607421875;;70.73999786376953
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-09-03;162.9149932861328;;264.1130065917969;;61.683799743652344
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;9.394000053405762;;20.61400032043457;;45.57099914550781
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-03;482.2250061035156;;849.6959838867188;;56.75270080566406
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;20.52400016784668;;30.798999786376953;;66.63849639892578
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-03;1136.02099609375;;1564.512939453125;;72.61180114746094
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-03;45.0629997253418;;228.0189971923828;;19.762800216674805
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-03;2107.0458984375;;3894.239013671875;;54.1067008972168
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-03;1402.3070068359375;;3372.027099609375;;41.58649826049805
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;866.1630249023438;;1524.1510009765625;;56.829200744628906
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;231.78199768066406;;424.2130126953125;;54.638099670410156
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;514.6489868164062;;1424.634033203125;;36.125
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-09-03;27.141000747680664;;27.274999618530273;;99.50869750976562
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;6708.0908203125;;21816.111328125;;30.748300552368164
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-09-03;214.88299560546875;;206.75799560546875;;103.92970275878906
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;53.638999938964844;;112.63600158691406;;47.621498107910156
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-03;347.510009765625;;799.9619750976562;;43.440799713134766
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-03;16186.0087890625;;35033.36328125;;46.201698303222656
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-03;3127.64599609375;;5934.4267578125;;52.703399658203125
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-09-03;158.34300231933594;;376.5270080566406;;42.0536003112793
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-03;81.86499786376953;;102.27200317382812;;80.04630279541016
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-09-03;219.88099670410156;;400.218994140625;;54.94020080566406
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-09-03;2340.426025390625;;3680.138916015625;;63.596099853515625
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-03;1153.009033203125;613.0609741210938;1982.135009765625;1006.1719970703125;58.170101165771484
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-09-03;2743.68798828125;;3415.156982421875;;80.3386001586914
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;5789.72021484375;;15642.1142578125;;37.01369857788086
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-03;476.8550109863281;;1195.0240478515625;;39.90340042114258
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-09-03;14.899999618530273;;20.68600082397461;;72.02940368652344
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-03;1426.751953125;;4115.205078125;;34.6702995300293
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-03;429.23199462890625;;481.5260009765625;;89.13990020751953
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-03;1928.780029296875;;4341.56396484375;;44.425899505615234
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-03;526.8820190429688;;891.947021484375;;59.07099914550781
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-09-03;237.6580047607422;;558.31298828125;;42.56719970703125
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-03;1492.8310546875;;5357.2861328125;;27.865400314331055
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-09-03;215.64199829101562;372.0050048828125;259.9280090332031;451.7430114746094;82.96219635009766
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;204.76199340820312;;268.2449951171875;;76.33390045166016
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;8825.6005859375;;22650.265625;;38.964698791503906
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-03;1484.97802734375;;4494.10888671875;;33.04280090332031
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-03;1291.4439697265625;;1724.18701171875;;74.90160369873047
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-09-03;2494.031982421875;;2916.330078125;;85.51950073242188
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-09-03;479.6340026855469;;328.6090087890625;;145.95889282226562
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-09-03;65.08100128173828;84.64299774169922;109.01499938964844;145.0189971923828;59.699100494384766
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-09-03;5.039000034332275;;12.763999938964844;;39.47819900512695
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-03;775.552978515625;;1825.697021484375;;42.479801177978516
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-03;3.9509999752044678;;10.050999641418457;;39.30950164794922
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-03;161.76800537109375;279.6050109863281;283.57501220703125;483.9639892578125;57.0458984375
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-03;4.224999904632568;16.63800048828125;11.239999771118164;42.83599853515625;37.5890007019043
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-09-03;18.83799934387207;;57.483001708984375;;32.771400451660156
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;2801.032958984375;;6559.416015625;;42.70249938964844
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-03;1683.281005859375;;3403.291015625;;49.46039962768555
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-09-03;114.71399688720703;;259.0920104980469;;44.27539825439453
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-03;144.9980010986328;;445.9570007324219;;32.51390075683594
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-03;348.38800048828125;;378.2510070800781;;92.1050033569336
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-03;2842.001953125;;4999.43310546875;;56.846500396728516
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-03;127.73600006103516;;453.03399658203125;;28.19569969177246
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-09-03;11560.763671875;4079.243896484375;34798.828125;6529.7080078125;33.22169876098633
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-09-03;66.18900299072266;;875.1439819335938;;7.563199996948242
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-09-03;22320.015625;;30048.21875;;74.28070068359375
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-03;1430.741943359375;;2320.345947265625;;61.660701751708984
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-03;1688.0670166015625;12111.1162109375;2347.02294921875;16013.0;71.92379760742188
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-09-03;5565.798828125;;7686.39013671875;;72.41110229492188
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-04;1341.258056640625;;4328.18115234375;;30.98900032043457
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-04;2157.924072265625;;2713.259033203125;;79.53250122070312
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-09-04;379.1470031738281;;776.4949951171875;;48.827999114990234
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-04;1731.9639892578125;;2991.337890625;;57.89929962158203
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;1243.8709716796875;;2741.81005859375;;45.366798400878906
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-09-04;1689.18896484375;;2393.97607421875;;70.55999755859375
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-09-04;162.07899475097656;;264.1130065917969;;61.3672981262207
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;5.665999889373779;;20.61400032043457;;27.4862003326416
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-04;478.6910095214844;;849.6959838867188;;56.336700439453125
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;20.524999618530273;;30.798999786376953;;66.64179992675781
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-04;1118.2860107421875;;1564.512939453125;;71.47820281982422
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-04;49.5369987487793;;228.0189971923828;;21.724899291992188
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-04;2125.821044921875;;3894.239013671875;;54.58890151977539
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-04;1403.7779541015625;;3372.027099609375;;41.63010025024414
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;833.958984375;;1524.1510009765625;;54.71630096435547
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;238.9709930419922;;424.2130126953125;;56.332801818847656
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;496.1839904785156;;1424.634033203125;;34.82889938354492
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-09-04;27.075000762939453;;27.274999618530273;;99.2667007446289
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;6638.26123046875;;21816.111328125;;30.428300857543945
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-09-04;214.2429962158203;;206.75799560546875;;103.62020111083984
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;52.619998931884766;;112.63600158691406;;46.71689987182617
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-04;346.7909851074219;;799.9619750976562;;43.35089874267578
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-04;16000.1201171875;;35033.36328125;;45.67110061645508
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-04;3059.010986328125;;5934.4267578125;;51.54690170288086
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-09-04;155.86000061035156;;376.5270080566406;;41.394100189208984
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-04;85.63400268554688;;102.27200317382812;;83.73159790039062
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-09-04;219.88099670410156;;400.218994140625;;54.94020080566406
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-09-04;2363.325927734375;;3680.138916015625;;64.21839904785156
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-04;1146.4639892578125;609.8410034179688;1982.135009765625;1006.1719970703125;57.839900970458984
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-09-04;2713.821044921875;;3415.156982421875;;79.46399688720703
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;5710.3681640625;;15642.1142578125;;36.50640106201172
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-04;471.08099365234375;;1195.0240478515625;;39.42020034790039
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-09-04;14.204000473022461;;20.68600082397461;;68.66480255126953
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-04;1421.2110595703125;;4115.205078125;;34.53559875488281
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-04;428.8949890136719;;481.5260009765625;;89.06999969482422
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-04;1961.8599853515625;;4341.56396484375;;45.18790054321289
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-04;488.77398681640625;;891.947021484375;;54.798500061035156
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-09-04;236.15899658203125;;558.31298828125;;42.29869842529297
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-04;1465.4930419921875;;5357.2861328125;;27.355100631713867
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-09-04;212.76400756835938;367.25;259.9280090332031;451.7430114746094;81.8550033569336
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;195.7259979248047;;268.2449951171875;;72.96540069580078
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;8776.9443359375;;22650.265625;;38.74980163574219
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-04;1474.3990478515625;;4494.10888671875;;32.80739974975586
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-04;1285.0069580078125;;1724.18701171875;;74.5282974243164
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-09-04;2486.509033203125;;2916.330078125;;85.2615966796875
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-09-04;478.58099365234375;;328.6090087890625;;145.63839721679688
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-09-04;65.63899993896484;85.27999877929688;109.01499938964844;145.0189971923828;60.21099853515625
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-09-04;5.306000232696533;;12.763999938964844;;41.56999969482422
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-04;772.2670288085938;;1825.697021484375;;42.299800872802734
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-04;4.296000003814697;;10.050999641418457;;42.742000579833984
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-04;160.01800537109375;276.6440124511719;283.57501220703125;483.9639892578125;56.42879867553711
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-04;3.3480000495910645;13.20300006866455;11.239999771118164;42.83599853515625;29.786500930786133
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-09-04;18.121999740600586;;57.483001708984375;;31.525800704956055
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;2793.511962890625;;6559.416015625;;42.587799072265625
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-04;1689.083984375;;3403.291015625;;49.63090133666992
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-09-04;113.54199981689453;;259.0920104980469;;43.823001861572266
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-04;144.0760040283203;;445.9570007324219;;32.30720138549805
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-04;342.2669982910156;;378.2510070800781;;90.48670196533203
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-04;2877.675048828125;;4999.43310546875;;57.560001373291016
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-04;125.12699890136719;;453.03399658203125;;27.619800567626953
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-09-04;11526.85546875;4063.85205078125;34798.828125;6529.7080078125;33.124298095703125
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2020-09-04;68.46800231933594;;875.1439819335938;;7.823599815368652
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-09-04;22282.146484375;;30048.21875;;74.15460205078125
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-04;1426.0870361328125;;2320.345947265625;;61.46009826660156
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-04;1680.6689453125;12065.44140625;2347.02294921875;16013.0;71.6084976196289
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-09-04;5504.57080078125;;7686.39013671875;;71.614501953125
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-05;1316.551025390625;;4328.18115234375;;30.418100357055664
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-09-05;2149.01708984375;;2713.259033203125;;79.20429992675781
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-09-05;376.33099365234375;;776.4949951171875;;48.465301513671875
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-05;1690.175048828125;;2991.337890625;;56.50230026245117
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;1221.5450439453125;;2741.81005859375;;44.5525016784668
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-09-05;1684.8800048828125;;2393.97607421875;;70.37999725341797
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-09-05;161.08200073242188;;264.1130065917969;;60.98979949951172
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;5.665999889373779;;20.61400032043457;;27.4862003326416
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-05;475.5069885253906;;849.6959838867188;;55.96200180053711
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;20.68400001525879;;30.798999786376953;;67.15799713134766
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-05;1104.906982421875;;1564.512939453125;;70.62310028076172
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-05;49.52199935913086;;228.0189971923828;;21.718399047851562
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-05;2143.426025390625;;3894.239013671875;;55.04090118408203
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-09-05;1408.5799560546875;;3372.027099609375;;41.772499084472656
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;813.7269897460938;;1524.1510009765625;;53.38890075683594
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;239.88600158691406;;424.2130126953125;;56.548500061035156
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;483.8630065917969;;1424.634033203125;;33.9640007019043
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-09-05;27.007999420166016;;27.274999618530273;;99.02110290527344
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;6583.10009765625;;21816.111328125;;30.175399780273438
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-09-05;213.62899780273438;;206.75799560546875;;103.32319641113281
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;50.37900161743164;;112.63600158691406;;44.727298736572266
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-05;345.99200439453125;;799.9619750976562;;43.2510986328125
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-09-05;15932.42578125;;35033.36328125;;45.477901458740234
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-09-05;3013.77197265625;;5934.4267578125;;50.78450012207031
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-09-05;155.14500427246094;;376.5270080566406;;41.204200744628906
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-09-05;96.3290023803711;;102.27200317382812;;94.18900299072266
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-09-05;219.88099670410156;;400.218994140625;;54.94020080566406
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-09-05;2401.376953125;;3680.138916015625;;65.2522964477539
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-09-05;1141.35302734375;607.3259887695312;1982.135009765625;1006.1719970703125;57.582000732421875
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-09-05;2721.716064453125;;3415.156982421875;;79.69519805908203
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-09-05;5626.3720703125;;15642.1142578125;;35.969398498535156
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-09-05;465.1889953613281;;1195.0240478515625;;38.92720031738281
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-09-05;13.720000267028809;;20.68600082397461;;66.32510375976562
