nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-04-06;11.586;;12.764;;90.7709
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-06;1633.01;;1825.697;;89.4458
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-06;6.237;;10.051;;62.0535
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-06;258.316;438.518;283.575;483.964;91.0927
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-06;10.48;39.629;11.24;42.836;93.2384
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-04-06;59.098;;57.483;;102.8095
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-06;2312.448;;6559.416;;35.2539
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-06;315.978;;3403.291;;9.2845
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-04-06;249.73;;259.092;;96.3866
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-06;197.596;;445.957;;44.3083
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-06;55.11;;378.251;;14.5697
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-06;4575.592;;4999.433;;91.5222
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-06;58.176;;453.034;;12.8414
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-04-06;9607.874;3487.22;34798.828;6529.708;27.6098
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-04-06;23657.937;;30048.219;;78.7332
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-06;1697.146;;2320.346;;73.1419
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-06;2343.601;15855.484;2347.023;16013.0;99.8542
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-04-06;7108.074;;7686.39;;92.4761
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-07;2783.976;;4328.181;;64.3221
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-07;2525.49;;2713.259;;93.0796
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-04-07;111.879;;776.495;;14.4082
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-07;146.178;;2991.338;;4.8867
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;2443.601;;2741.81;;89.1236
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-04-07;1904.647;;2393.976;;79.56
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-04-07;222.488;;264.113;;84.2397
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;10.936;;20.614;;53.0513
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-07;825.341;;849.696;;97.1337
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;27.188;;30.799;;88.2756
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-07;1437.677;;1564.513;;91.8929
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-07;59.266;;228.019;;25.9917
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-07;1303.7;;3894.239;;33.4777
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-07;914.877;;3372.027;;27.1314
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;1373.257;;1524.151;;90.0998
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;149.602;;424.213;;35.2658
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;1416.916;;1424.634;;99.4582
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-04-07;21.893;;27.275;;80.2676
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;7750.729;;21816.111;;35.5275
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-04-07;105.19;;206.758;;50.8759
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;113.222;;112.636;;100.5203
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-07;694.805;;799.962;;86.8548
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-07;21002.166;;35033.363;;59.949
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-07;1085.173;;5934.427;;18.2861
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-04-07;89.601;;376.527;;23.7967
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-07;21.534;;102.272;;21.0556
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-04-07;329.341;;400.219;;82.2902
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-04-07;2692.796;;3680.139;;73.171
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-07;1500.158;780.991;1982.135;1006.172;75.6839
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-04-07;1136.299;;3415.157;;33.2722
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;8348.111;;15642.114;;53.3695
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-07;990.087;;1195.024;;82.8508
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-04-07;8.474;;20.686;;40.9649
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-07;1950.552;;4115.205;;47.3987
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-07;466.213;;481.526;;96.8199
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-07;3053.2;;4341.564;;70.3249
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-07;-88.513;;891.947;;-9.9236
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-04-07;413.564;;558.313;;74.0739
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-07;4566.918;;5357.286;;85.2469
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-04-07;4.693;8.318;259.928;451.743;1.8055
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;193.773;;268.245;;72.2373
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;9774.853;;22650.266;;43.1556
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-07;2359.772;;4494.109;;52.5081
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-07;491.728;;1724.187;;28.5194
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-04-07;958.339;;2916.33;;32.8611
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-04-07;355.613;;328.609;;108.2177
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-04-07;94.209;124.723;109.015;145.019;86.4184
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-04-07;12.028;;12.764;;94.2338
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-07;1628.411;;1825.697;;89.1939
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-07;6.237;;10.051;;62.0535
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-07;255.066;433.229;283.575;483.964;89.9466
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-07;11.117;42.019;11.24;42.836;98.9057
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-04-07;58.937;;57.483;;102.5294
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;2343.653;;6559.416;;35.7296
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-07;314.676;;3403.291;;9.2462
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-04-07;249.617;;259.092;;96.343
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-07;197.798;;445.957;;44.3536
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-07;56.122;;378.251;;14.8372
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-07;4570.189;;4999.433;;91.4141
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-07;60.695;;453.034;;13.3974
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-04-07;9656.019;3506.1;34798.828;6529.708;27.7481
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-04-07;23954.853;;30048.219;;79.7214
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-07;1667.743;;2320.346;;71.8748
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-07;2342.175;15848.876;2347.023;16013.0;99.7934
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-04-07;7134.314;;7686.39;;92.8175
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-08;2790.727;;4328.181;;64.4781
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-08;2522.063;;2713.259;;92.9533
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-04-08;113.528;;776.495;;14.6206
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-08;148.437;;2991.338;;4.9622
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;2452.609;;2741.81;;89.4522
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-04-08;1902.253;;2393.976;;79.46
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-04-08;223.072;;264.113;;84.4608
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;8.028;;20.614;;38.9444
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-08;826.343;;849.696;;97.2516
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;26.71;;30.799;;86.7236
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-08;1439.212;;1564.513;;91.9911
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-08;58.552;;228.019;;25.6786
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-08;1298.681;;3894.239;;33.3488
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-08;916.836;;3372.027;;27.1895
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;1393.66;;1524.151;;91.4384
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;122.504;;424.213;;28.8779
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;1420.872;;1424.634;;99.7359
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-04-08;22.137;;27.275;;81.1622
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;7783.556;;21816.111;;35.678
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-04-08;104.011;;206.758;;50.3057
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;112.119;;112.636;;99.541
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-08;692.36;;799.962;;86.5491
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-08;21101.955;;35033.363;;60.2339
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-08;1090.191;;5934.427;;18.3706
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-04-08;90.274;;376.527;;23.9754
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-08;26.174;;102.272;;25.5925
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-04-08;328.26;;400.219;;82.0201
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-04-08;2723.893;;3680.139;;74.016
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-08;1503.75;782.701;1982.135;1006.172;75.8652
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-04-08;1097.136;;3415.157;;32.1255
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;8421.464;;15642.114;;53.8384
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-08;992.316;;1195.024;;83.0373
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-04-08;9.428;;20.686;;45.5767
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-08;1946.482;;4115.205;;47.2998
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-08;466.213;;481.526;;96.8199
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-08;3041.379;;4341.564;;70.0526
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-08;-92.485;;891.947;;-10.3689
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-04-08;413.158;;558.313;;74.0011
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-08;4538.036;;5357.286;;84.7077
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-04-08;3.943;6.991;259.928;451.743;1.517
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;191.039;;268.245;;71.2181
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;9823.784;;22650.266;;43.3716
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-08;2362.408;;4494.109;;52.5668
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-08;491.728;;1724.187;;28.5194
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-04-08;958.339;;2916.33;;32.8611
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-04-08;356.574;;328.609;;108.5101
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-04-08;94.794;125.549;109.015;145.019;86.955
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-04-08;12.408;;12.764;;97.2109
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-08;1602.076;;1825.697;;87.7515
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-08;6.516;;10.051;;64.8294
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-08;253.544;430.745;283.575;483.964;89.4099
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-08;11.171;42.245;11.24;42.836;99.3861
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-04-08;58.937;;57.483;;102.5294
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;2362.3;;6559.416;;36.0139
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-08;313.699;;3403.291;;9.2175
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2020-04-08;249.334;;259.092;;96.2338
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-08;198.762;;445.957;;44.5698
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-08;56.809;;378.251;;15.0189
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-08;4536.079;;4999.433;;90.7319
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-08;60.694;;453.034;;13.3972
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-04-08;9706.983;3525.553;34798.828;6529.708;27.8946
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-04-08;24178.904;;30048.219;;80.467
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-08;1648.379;;2320.346;;71.0402
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-08;2327.927;15769.901;2347.023;16013.0;99.1864
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2020-04-08;7172.83;;7686.39;;93.3186
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-09;2799.36;;4328.181;;64.6775
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-09;2521.747;;2713.259;;92.9416
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2020-04-09;117.401;;776.495;;15.1194
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-09;149.284;;2991.338;;4.9905
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;2464.931;;2741.81;;89.9016
BILLINGS;118;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-04-09;1900.099;;2393.976;;79.37
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2020-04-09;223.627;;264.113;;84.671
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;5.152;;20.614;;24.9927
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-09;824.668;;849.696;;97.0545
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;26.552;;30.799;;86.2106
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-09;1440.91;;1564.513;;92.0996
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-09;56.856;;228.019;;24.9348
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-09;1293.662;;3894.239;;33.2199
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-09;919.789;;3372.027;;27.277
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;1384.786;;1524.151;;90.8562
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;112.565;;424.213;;26.535
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;1420.028;;1424.634;;99.6767
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2020-04-09;22.566;;27.275;;82.7351
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;7822.125;;21816.111;;35.8548
ERNESTINA;110;Reservatório sem usina;JACUI;SUL;S;SUL;;;2020-04-09;103.264;;206.758;;49.9444
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;111.436;;112.636;;98.9346
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-09;689.835;;799.962;;86.2335
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-09;21194.951;;35033.363;;60.4993
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2020-04-09;1097.321;;5934.427;;18.4908
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2020-04-09;91.097;;376.527;;24.194
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-09;30.834;;102.272;;30.149
GUARAPIRANGA;117;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2020-04-09;327.139;;400.219;;81.74
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2020-04-09;2716.118;;3680.139;;73.8048
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2020-04-09;1510.938;786.122;1982.135;1006.172;76.2278
ITAPARICA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2020-04-09;1045.386;;3415.157;;30.6102
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;8509.252;;15642.114;;54.3996
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-09;993.818;;1195.024;;83.163
JORDÃO;73;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2020-04-09;9.917;;20.686;;47.9406
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2020-04-09;1942.823;;4115.205;;47.2108
LAJES;124;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-09;466.55;;481.526;;96.8899
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-09;3068.684;;4341.564;;70.6815
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-09;-95.421;;891.947;;-10.6981
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2020-04-09;412.693;;558.313;;73.9179
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2020-04-09;4488.727;;5357.286;;83.7873
MAUA;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2020-04-09;3.694;6.548;259.928;451.743;1.4212
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;184.736;;268.245;;68.8684
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2020-04-09;9869.519;;22650.266;;43.5735
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2020-04-09;2364.589;;4494.109;;52.6153
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2020-04-09;492.927;;1724.187;;28.589
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;;;2020-04-09;955.163;;2916.33;;32.7522
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2020-04-09;357.981;;328.609;;108.9383
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2020-04-09;97.146;128.749;109.015;145.019;89.1125
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2020-04-09;12.172;;12.764;;95.362
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2020-04-09;1572.367;;1825.697;;86.1242
