nomecurto;ear_data;ear_max_bacia;ear_verif_bacia_mwmes;ear_verif_bacia_percentual
AMAZONAS;2021-01-01;1995.489013671875;643.3740234375;32.24140167236328
CAPIVARI;2021-01-01;376.5270080566406;82.64700317382812;21.949800491333008
DOCE;2021-01-01;12.763999938964844;11.706000328063965;91.71109771728516
GRANDE;2021-01-01;51474.6015625;9495.462890625;18.4468994140625
IGUACU;2021-01-01;10189.689453125;3090.714111328125;30.33180046081543
JACUI;2021-01-01;3123.087890625;1135.240966796875;36.349998474121094
JEQUITINHONHA;2021-01-01;2988.30810546875;1176.927001953125;39.3843994140625
PARAGUACU;2021-01-01;328.6090087890625;309.4620056152344;94.17330169677734
PARAGUAI;2021-01-01;558.31298828125;112.97599792480469;20.235200881958008
PARAIBA DO SUL;2021-01-01;7416.576171875;2606.594970703125;35.14550018310547
PARANA;2021-01-01;3680.138916015625;1859.9580078125;50.540401458740234
PARANAIBA;2021-01-01;78214.4453125;8644.7216796875;11.052599906921387
PARANAPANEMA;2021-01-01;12093.1416015625;1493.2010498046875;12.34749984741211
PARNAIBA;2021-01-01;264.1130065917969;47.40599822998047;17.949100494384766
SAO FRANCISCO;2021-01-01;52645.015625;24173.912109375;45.918701171875
TIETE;2021-01-01;9653.49609375;5170.27880859375;53.55860137939453
TOCANTINS;2021-01-01;49268.9609375;11014.86328125;22.356599807739258
URUGUAI;2021-01-01;5947.81494140625;1244.56494140625;20.924699783325195
AMAZONAS;2021-01-02;1995.489013671875;660.093994140625;33.07929992675781
CAPIVARI;2021-01-02;376.5270080566406;84.14199829101562;22.346900939941406
DOCE;2021-01-02;12.763999938964844;11.673999786376953;91.46040344238281
GRANDE;2021-01-02;51474.6015625;9702.71484375;18.84950065612793
IGUACU;2021-01-02;10189.689453125;3135.376953125;30.770099639892578
JACUI;2021-01-02;3123.087890625;1134.4010009765625;36.32310104370117
JEQUITINHONHA;2021-01-02;2988.30810546875;1177.52001953125;39.40420150756836
PARAGUACU;2021-01-02;328.6090087890625;308.54400634765625;93.89399719238281
PARAGUAI;2021-01-02;558.31298828125;112.38999938964844;20.130300521850586
PARAIBA DO SUL;2021-01-02;7416.576171875;2638.487060546875;35.57550048828125
PARANA;2021-01-02;3680.138916015625;1874.68505859375;50.94060134887695
PARANAIBA;2021-01-02;78214.4453125;8729.392578125;11.160799980163574
PARANAPANEMA;2021-01-02;12093.1416015625;1541.3609619140625;12.745699882507324
PARNAIBA;2021-01-02;264.1130065917969;48.590999603271484;18.39780044555664
SAO FRANCISCO;2021-01-02;52645.015625;24247.38671875;46.05830001831055
TIETE;2021-01-02;9653.49609375;5212.494140625;53.99589920043945
TOCANTINS;2021-01-02;49268.9609375;11001.703125;22.32990074157715
URUGUAI;2021-01-02;5947.81494140625;1264.3199462890625;21.256900787353516
AMAZONAS;2021-01-03;1995.489013671875;674.2050170898438;33.7864990234375
CAPIVARI;2021-01-03;376.5270080566406;84.927001953125;22.555400848388672
DOCE;2021-01-03;12.763999938964844;11.04699993133545;86.54810333251953
GRANDE;2021-01-03;51474.6015625;9896.9970703125;19.226999282836914
IGUACU;2021-01-03;10189.689453125;3183.155029296875;31.23900032043457
JACUI;2021-01-03;3123.087890625;1132.8199462890625;36.27239990234375
JEQUITINHONHA;2021-01-03;2988.30810546875;1177.8160400390625;39.414100646972656
PARAGUACU;2021-01-03;328.6090087890625;308.10198974609375;93.7594985961914
PARAGUAI;2021-01-03;558.31298828125;111.53600311279297;19.9773006439209
PARAIBA DO SUL;2021-01-03;7416.576171875;2687.337890625;36.23419952392578
PARANA;2021-01-03;3680.138916015625;1897.14599609375;51.550899505615234
PARANAIBA;2021-01-03;78214.4453125;8836.6142578125;11.297900199890137
PARANAPANEMA;2021-01-03;12093.1416015625;1597.0400390625;13.206199645996094
PARNAIBA;2021-01-03;264.1130065917969;50.05400085449219;18.95170021057129
SAO FRANCISCO;2021-01-03;52645.015625;24403.94140625;46.3557014465332
TIETE;2021-01-03;9653.49609375;4993.69580078125;51.729400634765625
TOCANTINS;2021-01-03;49268.9609375;11078.2275390625;22.485200881958008
URUGUAI;2021-01-03;5947.81494140625;1275.4749755859375;21.444400787353516
AMAZONAS;2021-01-04;1995.489013671875;685.8909912109375;34.372100830078125
CAPIVARI;2021-01-04;376.5270080566406;86.23500061035156;22.902700424194336
DOCE;2021-01-04;12.763999938964844;11.118000030517578;87.10440063476562
GRANDE;2021-01-04;51474.6015625;9980.90234375;19.389999389648438
IGUACU;2021-01-04;10189.689453125;3195.928955078125;31.364299774169922
