nomecurto;ear_data;ear_max_bacia;ear_verif_bacia_mwmes;ear_verif_bacia_percentual
PARAGUAI;2015-01-04;563.0;411.0;73.02999877929688
PARAIBA DO SUL;2015-01-04;7360.0;492.0;6.679999828338623
PARANA;2015-01-04;6059.0;0.0;0.0
PARANAIBA;2015-01-04;78140.0;14614.0;18.700000762939453
PARANAPANEMA;2015-01-04;12317.0;3155.0;25.610000610351562
PARNAIBA;2015-01-04;264.0;46.0;17.420000076293945
SAO FRANCISCO;2015-01-04;52835.0;8859.0;16.770000457763672
TIETE;2015-01-04;7353.0;3753.0;51.040000915527344
TOCANTINS;2015-01-04;49646.0;13885.0;27.969999313354492
URUGUAI;2015-01-04;6009.0;4538.0;75.5199966430664
AMAZONAS;2015-01-05;1086.0;386.0;35.54999923706055
CAPIVARI;2015-01-05;385.0;155.0;40.2400016784668
DOCE;2015-01-05;13.0;9.0;71.55999755859375
GRANDE;2015-01-05;51488.0;7915.0;15.369999885559082
IGUACU;2015-01-05;10248.0;6434.0;62.779998779296875
JACUI;2015-01-05;3197.0;2281.0;71.3499984741211
JEQUITINHONHA;2015-01-05;3024.0;927.0;30.649999618530273
PARAGUACU;2015-01-05;304.0;119.0;39.11000061035156
PARAGUAI;2015-01-05;563.0;407.0;72.31999969482422
PARAIBA DO SUL;2015-01-05;7360.0;494.0;6.710000038146973
PARANA;2015-01-05;6059.0;0.0;0.0
PARANAIBA;2015-01-05;78140.0;14533.0;18.600000381469727
PARANAPANEMA;2015-01-05;12317.0;3203.0;26.0
PARNAIBA;2015-01-05;264.0;43.0;16.280000686645508
SAO FRANCISCO;2015-01-05;52835.0;8944.0;16.93000030517578
TIETE;2015-01-05;7353.0;3759.0;51.119998931884766
TOCANTINS;2015-01-05;49646.0;13889.0;27.979999542236328
URUGUAI;2015-01-05;6009.0;4550.0;75.72000122070312
AMAZONAS;2015-01-06;1086.0;380.0;35.0
CAPIVARI;2015-01-06;385.0;156.0;40.5
DOCE;2015-01-06;13.0;9.0;71.55999755859375
GRANDE;2015-01-06;51488.0;7880.0;15.300000190734863
IGUACU;2015-01-06;10248.0;6535.0;63.77000045776367
JACUI;2015-01-06;3197.0;2288.0;71.56999969482422
JEQUITINHONHA;2015-01-06;3024.0;925.0;30.59000015258789
PARAGUACU;2015-01-06;304.0;119.0;39.11000061035156
PARAGUAI;2015-01-06;563.0;404.0;71.77999877929688
PARAIBA DO SUL;2015-01-06;7360.0;498.0;6.769999980926514
PARANA;2015-01-06;6059.0;0.0;0.0
PARANAIBA;2015-01-06;78140.0;14497.0;18.549999237060547
PARANAPANEMA;2015-01-06;12317.0;3248.0;26.3700008392334
PARNAIBA;2015-01-06;264.0;41.0;15.529999732971191
SAO FRANCISCO;2015-01-06;52835.0;8951.0;16.940000534057617
TIETE;2015-01-06;7353.0;3776.0;51.349998474121094
TOCANTINS;2015-01-06;49646.0;13883.0;27.959999084472656
URUGUAI;2015-01-06;6009.0;4529.0;75.37000274658203
AMAZONAS;2015-01-07;1086.0;373.0;34.349998474121094
CAPIVARI;2015-01-07;385.0;155.0;40.2400016784668
DOCE;2015-01-07;13.0;9.0;71.55999755859375
GRANDE;2015-01-07;51488.0;7782.0;15.109999656677246
IGUACU;2015-01-07;10248.0;6581.0;64.22000122070312
JACUI;2015-01-07;3197.0;2293.0;71.7300033569336
JEQUITINHONHA;2015-01-07;3024.0;923.0;30.520000457763672
PARAGUACU;2015-01-07;304.0;117.0;38.45000076293945
PARAGUAI;2015-01-07;563.0;401.0;71.25
PARAIBA DO SUL;2015-01-07;7360.0;499.0;6.78000020980835
PARANA;2015-01-07;6059.0;0.0;0.0
PARANAIBA;2015-01-07;78140.0;14429.0;18.469999313354492
PARANAPANEMA;2015-01-07;12317.0;3299.0;26.780000686645508
PARNAIBA;2015-01-07;264.0;40.0;15.149999618530273
SAO FRANCISCO;2015-01-07;52835.0;8908.0;16.860000610351562
TIETE;2015-01-07;7353.0;3789.0;51.529998779296875
TOCANTINS;2015-01-07;49646.0;13891.0;27.979999542236328
URUGUAI;2015-01-07;6009.0;4499.0;74.87000274658203
AMAZONAS;2015-01-08;1086.0;372.0;34.2599983215332
CAPIVARI;2015-01-08;385.0;153.0;39.72999954223633
DOCE;2015-01-08;13.0;9.0;71.55999755859375
GRANDE;2015-01-08;51488.0;7723.0;15.0
IGUACU;2015-01-08;10248.0;6603.0;64.43000030517578
JACUI;2015-01-08;3197.0;2291.0;71.66999816894531
JEQUITINHONHA;2015-01-08;3024.0;922.0;30.489999771118164
PARAGUACU;2015-01-08;304.0;117.0;38.45000076293945
PARAGUAI;2015-01-08;563.0;397.0;70.54000091552734
PARAIBA DO SUL;2015-01-08;7360.0;498.0;6.769999980926514
PARANA;2015-01-08;6059.0;0.0;0.0
PARANAIBA;2015-01-08;78140.0;14371.0;18.389999389648438
PARANAPANEMA;2015-01-08;12317.0;3325.0;26.989999771118164
PARNAIBA;2015-01-08;264.0;39.0;14.770000457763672
SAO FRANCISCO;2015-01-08;52835.0;8868.0;16.780000686645508
TIETE;2015-01-08;7353.0;3801.0;51.689998626708984
TOCANTINS;2015-01-08;49646.0;13854.0;27.90999984741211
URUGUAI;2015-01-08;6009.0;4470.0;74.38999938964844
AMAZONAS;2015-01-09;1086.0;369.0;33.97999954223633
CAPIVARI;2015-01-09;385.0;150.0;38.95000076293945
DOCE;2015-01-09;13.0;9.0;71.55999755859375
GRANDE;2015-01-09;51488.0;7649.0;14.859999656677246
IGUACU;2015-01-09;10248.0;6634.0;64.73999786376953
JACUI;2015-01-09;3197.0;2278.0;71.26000213623047
JEQUITINHONHA;2015-01-09;3024.0;919.0;30.389999389648438
PARAGUACU;2015-01-09;304.0;115.0;37.79999923706055
PARAGUAI;2015-01-09;563.0;394.0;70.01000213623047
PARAIBA DO SUL;2015-01-09;7360.0;492.0;6.679999828338623
PARANA;2015-01-09;6059.0;0.0;0.0
PARANAIBA;2015-01-09;78140.0;14277.0;18.270000457763672
PARANAPANEMA;2015-01-09;12317.0;3358.0;27.260000228881836
PARNAIBA;2015-01-09;264.0;38.0;14.390000343322754
SAO FRANCISCO;2015-01-09;52835.0;8873.0;16.790000915527344
TIETE;2015-01-09;7353.0;3811.0;51.83000183105469
TOCANTINS;2015-01-09;49646.0;13827.0;27.850000381469727
URUGUAI;2015-01-09;6009.0;4503.0;74.94000244140625
AMAZONAS;2015-01-10;1086.0;373.0;34.349998474121094
CAPIVARI;2015-01-10;385.0;147.0;38.16999816894531
DOCE;2015-01-10;13.0;9.0;71.55999755859375
GRANDE;2015-01-10;51488.0;7698.0;14.949999809265137
IGUACU;2015-01-10;10248.0;6648.0;64.87000274658203
JACUI;2015-01-10;3197.0;2272.0;71.06999969482422
JEQUITINHONHA;2015-01-10;3024.0;916.0;30.290000915527344
PARAGUACU;2015-01-10;304.0;115.0;37.79999923706055
PARAGUAI;2015-01-10;563.0;390.0;69.30000305175781
PARAIBA DO SUL;2015-01-10;7360.0;484.0;6.579999923706055
PARANA;2015-01-10;6059.0;0.0;0.0
PARANAIBA;2015-01-10;78140.0;14201.0;18.170000076293945
PARANAPANEMA;2015-01-10;12317.0;3393.0;27.549999237060547
PARNAIBA;2015-01-10;264.0;38.0;14.390000343322754
SAO FRANCISCO;2015-01-10;52835.0;8861.0;16.770000457763672
TIETE;2015-01-10;7353.0;3830.0;52.08000183105469
TOCANTINS;2015-01-10;49646.0;13864.0;27.93000030517578
URUGUAI;2015-01-10;6009.0;4540.0;75.55000305175781
AMAZONAS;2015-01-11;1086.0;379.0;34.900001525878906
CAPIVARI;2015-01-11;385.0;146.0;37.90999984741211
DOCE;2015-01-11;13.0;8.0;63.61000061035156
GRANDE;2015-01-11;51488.0;7715.0;14.979999542236328
IGUACU;2015-01-11;10248.0;6770.0;66.05999755859375
JACUI;2015-01-11;3197.0;2273.0;71.0999984741211
JEQUITINHONHA;2015-01-11;3024.0;914.0;30.219999313354492
PARAGUACU;2015-01-11;304.0;114.0;37.470001220703125
PARAGUAI;2015-01-11;563.0;386.0;68.58999633789062
PARAIBA DO SUL;2015-01-11;7360.0;478.0;6.489999771118164
PARANA;2015-01-11;6059.0;0.0;0.0
PARANAIBA;2015-01-11;78140.0;14219.0;18.200000762939453
PARANAPANEMA;2015-01-11;12317.0;3411.0;27.690000534057617
PARNAIBA;2015-01-11;264.0;38.0;14.390000343322754
SAO FRANCISCO;2015-01-11;52835.0;8788.0;16.6299991607666
TIETE;2015-01-11;7353.0;3847.0;52.31999969482422
TOCANTINS;2015-01-11;49646.0;13893.0;27.979999542236328
URUGUAI;2015-01-11;6009.0;4598.0;76.5199966430664
AMAZONAS;2015-01-12;1086.0;381.0;35.09000015258789
CAPIVARI;2015-01-12;385.0;143.0;37.130001068115234
DOCE;2015-01-12;13.0;8.0;63.61000061035156
GRANDE;2015-01-12;51488.0;7484.0;14.539999961853027
IGUACU;2015-01-12;10248.0;6809.0;66.44000244140625
JACUI;2015-01-12;3197.0;2268.0;70.94999694824219
JEQUITINHONHA;2015-01-12;3024.0;905.0;29.93000030517578
PARAGUACU;2015-01-12;304.0;114.0;37.470001220703125
PARAGUAI;2015-01-12;563.0;383.0;68.05000305175781
PARAIBA DO SUL;2015-01-12;7360.0;470.0;6.389999866485596
PARANA;2015-01-12;6059.0;0.0;0.0
PARANAIBA;2015-01-12;78140.0;14044.0;17.969999313354492
PARANAPANEMA;2015-01-12;12317.0;3406.0;27.649999618530273
PARNAIBA;2015-01-12;264.0;37.0;14.010000228881836
SAO FRANCISCO;2015-01-12;52835.0;8804.0;16.65999984741211
TIETE;2015-01-12;7353.0;3853.0;52.400001525878906
TOCANTINS;2015-01-12;49646.0;13837.0;27.8700008392334
URUGUAI;2015-01-12;6009.0;4626.0;76.9800033569336
AMAZONAS;2015-01-13;1086.0;381.0;35.09000015258789
CAPIVARI;2015-01-13;385.0;140.0;36.349998474121094
DOCE;2015-01-13;13.0;8.0;63.61000061035156
GRANDE;2015-01-13;51488.0;7326.0;14.229999542236328
IGUACU;2015-01-13;10248.0;6838.0;66.7300033569336
JACUI;2015-01-13;3197.0;2257.0;70.5999984741211
JEQUITINHONHA;2015-01-13;3024.0;896.0;29.6299991607666
PARAGUACU;2015-01-13;304.0;113.0;37.13999938964844
PARAGUAI;2015-01-13;563.0;379.0;67.33999633789062
PARAIBA DO SUL;2015-01-13;7360.0;463.0;6.289999961853027
PARANA;2015-01-13;6059.0;0.0;0.0
PARANAIBA;2015-01-13;78140.0;13922.0;17.81999969482422
PARANAPANEMA;2015-01-13;12317.0;3391.0;27.530000686645508
PARNAIBA;2015-01-13;264.0;35.0;13.260000228881836
SAO FRANCISCO;2015-01-13;52835.0;8715.0;16.489999771118164
TIETE;2015-01-13;7353.0;3829.0;52.06999969482422
TOCANTINS;2015-01-13;49646.0;13805.0;27.809999465942383
URUGUAI;2015-01-13;6009.0;4633.0;77.0999984741211
AMAZONAS;2015-01-14;1086.0;381.0;35.09000015258789
CAPIVARI;2015-01-14;385.0;142.0;36.869998931884766
DOCE;2015-01-14;13.0;8.0;63.61000061035156
GRANDE;2015-01-14;51488.0;7191.0;13.970000267028809
IGUACU;2015-01-14;10248.0;6850.0;66.83999633789062
JACUI;2015-01-14;3197.0;2242.0;70.12999725341797
JEQUITINHONHA;2015-01-14;3024.0;887.0;29.329999923706055
PARAGUACU;2015-01-14;304.0;113.0;37.13999938964844
PARAGUAI;2015-01-14;563.0;375.0;66.62999725341797
PARAIBA DO SUL;2015-01-14;7360.0;460.0;6.25
PARANA;2015-01-14;6059.0;0.0;0.0
PARANAIBA;2015-01-14;78140.0;13851.0;17.729999542236328
PARANAPANEMA;2015-01-14;12317.0;3369.0;27.350000381469727
PARNAIBA;2015-01-14;264.0;34.0;12.880000114440918
SAO FRANCISCO;2015-01-14;52835.0;8758.0;16.579999923706055
TIETE;2015-01-14;7353.0;3806.0;51.7599983215332
TOCANTINS;2015-01-14;49646.0;13758.0;27.709999084472656
URUGUAI;2015-01-14;6009.0;4613.0;76.7699966430664
AMAZONAS;2015-01-15;1086.0;380.0;35.0
CAPIVARI;2015-01-15;385.0;140.0;36.349998474121094
DOCE;2015-01-15;13.0;7.0;55.65999984741211
GRANDE;2015-01-15;51488.0;7040.0;13.670000076293945
IGUACU;2015-01-15;10248.0;6835.0;66.69999694824219
JACUI;2015-01-15;3197.0;2228.0;69.69999694824219
JEQUITINHONHA;2015-01-15;3024.0;878.0;29.030000686645508
PARAGUACU;2015-01-15;304.0;112.0;36.810001373291016
PARAGUAI;2015-01-15;563.0;372.0;66.0999984741211
PARAIBA DO SUL;2015-01-15;7360.0;452.0;6.139999866485596
PARANA;2015-01-15;6059.0;0.0;0.0
PARANAIBA;2015-01-15;78140.0;13699.0;17.530000686645508
PARANAPANEMA;2015-01-15;12317.0;3348.0;27.18000030517578
PARNAIBA;2015-01-15;264.0;32.0;12.119999885559082
SAO FRANCISCO;2015-01-15;52835.0;8697.0;16.459999084472656
TIETE;2015-01-15;7353.0;3793.0;51.58000183105469
TOCANTINS;2015-01-15;49646.0;13720.0;27.639999389648438
URUGUAI;2015-01-15;6009.0;4582.0;76.25
AMAZONAS;2015-01-16;1086.0;380.0;35.0
CAPIVARI;2015-01-16;385.0;137.0;35.56999969482422
DOCE;2015-01-16;13.0;6.0;47.709999084472656
GRANDE;2015-01-16;51488.0;6907.0;13.40999984741211
IGUACU;2015-01-16;10248.0;6813.0;66.4800033569336
JACUI;2015-01-16;3197.0;2205.0;68.9800033569336
JEQUITINHONHA;2015-01-16;3024.0;869.0;28.739999771118164
PARAGUACU;2015-01-16;304.0;112.0;36.810001373291016
PARAGUAI;2015-01-16;563.0;368.0;65.38999938964844
PARAIBA DO SUL;2015-01-16;7360.0;445.0;6.050000190734863
PARANA;2015-01-16;6059.0;0.0;0.0
PARANAIBA;2015-01-16;78140.0;13504.0;17.280000686645508
PARANAPANEMA;2015-01-16;12317.0;3326.0;27.0
PARNAIBA;2015-01-16;264.0;31.0;11.739999771118164
SAO FRANCISCO;2015-01-16;52835.0;8707.0;16.479999542236328
TIETE;2015-01-16;7353.0;3765.0;51.20000076293945
TOCANTINS;2015-01-16;49646.0;13682.0;27.559999465942383
URUGUAI;2015-01-16;6009.0;4563.0;75.94000244140625
AMAZONAS;2015-01-17;1086.0;385.0;35.459999084472656
CAPIVARI;2015-01-17;385.0;133.0;34.529998779296875
DOCE;2015-01-17;13.0;6.0;47.709999084472656
GRANDE;2015-01-17;51488.0;6850.0;13.300000190734863
IGUACU;2015-01-17;10248.0;6794.0;66.30000305175781
JACUI;2015-01-17;3197.0;2190.0;68.51000213623047
JEQUITINHONHA;2015-01-17;3024.0;866.0;28.639999389648438
PARAGUACU;2015-01-17;304.0;112.0;36.810001373291016
PARAGUAI;2015-01-17;563.0;364.0;64.68000030517578
PARAIBA DO SUL;2015-01-17;7360.0;436.0;5.920000076293945
PARANA;2015-01-17;6059.0;0.0;0.0
PARANAIBA;2015-01-17;78140.0;13441.0;17.200000762939453
PARANAPANEMA;2015-01-17;12317.0;3318.0;26.940000534057617
PARNAIBA;2015-01-17;264.0;29.0;10.979999542236328
SAO FRANCISCO;2015-01-17;52835.0;8645.0;16.360000610351562
TIETE;2015-01-17;7353.0;3755.0;51.060001373291016
TOCANTINS;2015-01-17;49646.0;13673.0;27.540000915527344
URUGUAI;2015-01-17;6009.0;4562.0;75.91999816894531
AMAZONAS;2015-01-18;1086.0;392.0;36.099998474121094
CAPIVARI;2015-01-18;385.0;131.0;34.0099983215332
DOCE;2015-01-18;13.0;5.0;39.7599983215332
GRANDE;2015-01-18;51488.0;6815.0;13.239999771118164
IGUACU;2015-01-18;10248.0;6781.0;66.16999816894531
JACUI;2015-01-18;3197.0;2167.0;67.79000091552734
JEQUITINHONHA;2015-01-18;3024.0;863.0;28.540000915527344
PARAGUACU;2015-01-18;304.0;111.0;36.47999954223633
PARAGUAI;2015-01-18;563.0;361.0;64.13999938964844
PARAIBA DO SUL;2015-01-18;7360.0;427.0;5.800000190734863
PARANA;2015-01-18;6059.0;0.0;0.0
PARANAIBA;2015-01-18;78140.0;13386.0;17.1299991607666
PARANAPANEMA;2015-01-18;12317.0;3319.0;26.950000762939453
PARNAIBA;2015-01-18;264.0;27.0;10.229999542236328
SAO FRANCISCO;2015-01-18;52835.0;8613.0;16.299999237060547
TIETE;2015-01-18;7353.0;3769.0;51.25
TOCANTINS;2015-01-18;49646.0;13722.0;27.639999389648438
URUGUAI;2015-01-18;6009.0;4567.0;76.0
AMAZONAS;2015-01-19;1086.0;395.0;36.380001068115234
CAPIVARI;2015-01-19;385.0;127.0;32.970001220703125
DOCE;2015-01-19;13.0;5.0;39.7599983215332
GRANDE;2015-01-19;51488.0;6554.0;12.729999542236328
IGUACU;2015-01-19;10248.0;6705.0;65.43000030517578
JACUI;2015-01-19;3197.0;2151.0;67.29000091552734
JEQUITINHONHA;2015-01-19;3024.0;854.0;28.239999771118164
PARAGUACU;2015-01-19;304.0;111.0;36.47999954223633
PARAGUAI;2015-01-19;563.0;357.0;63.43000030517578
PARAIBA DO SUL;2015-01-19;7360.0;414.0;5.619999885559082
PARANA;2015-01-19;6059.0;0.0;0.0
PARANAIBA;2015-01-19;78140.0;13095.0;16.760000228881836
PARANAPANEMA;2015-01-19;12317.0;3286.0;26.68000030517578
PARNAIBA;2015-01-19;264.0;26.0;9.850000381469727
SAO FRANCISCO;2015-01-19;52835.0;8488.0;16.06999969482422
TIETE;2015-01-19;7353.0;3715.0;50.52000045776367
TOCANTINS;2015-01-19;49646.0;13682.0;27.559999465942383
URUGUAI;2015-01-19;6009.0;4545.0;75.63999938964844
AMAZONAS;2015-01-20;1086.0;398.0;36.650001525878906
CAPIVARI;2015-01-20;385.0;124.0;32.20000076293945
DOCE;2015-01-20;13.0;5.0;39.7599983215332
GRANDE;2015-01-20;51488.0;6378.0;12.390000343322754
IGUACU;2015-01-20;10248.0;6619.0;64.58999633789062
JACUI;2015-01-20;3197.0;2141.0;66.97000122070312
JEQUITINHONHA;2015-01-20;3024.0;844.0;27.90999984741211
PARAGUACU;2015-01-20;304.0;111.0;36.47999954223633
PARAGUAI;2015-01-20;563.0;353.0;62.720001220703125
PARAIBA DO SUL;2015-01-20;7360.0;403.0;5.480000019073486
PARANA;2015-01-20;6059.0;0.0;0.0
PARANAIBA;2015-01-20;78140.0;12864.0;16.459999084472656
PARANAPANEMA;2015-01-20;12317.0;3249.0;26.3799991607666
PARNAIBA;2015-01-20;264.0;25.0;9.470000267028809
SAO FRANCISCO;2015-01-20;52835.0;8481.0;16.049999237060547
TIETE;2015-01-20;7353.0;3678.0;50.02000045776367
TOCANTINS;2015-01-20;49646.0;13643.0;27.479999542236328
URUGUAI;2015-01-20;6009.0;4532.0;75.41999816894531
AMAZONAS;2015-01-21;1086.0;397.0;36.560001373291016
CAPIVARI;2015-01-21;385.0;122.0;31.68000030517578
DOCE;2015-01-21;13.0;4.0;31.799999237060547
GRANDE;2015-01-21;51488.0;6232.0;12.100000381469727
IGUACU;2015-01-21;10248.0;6513.0;63.54999923706055
JACUI;2015-01-21;3197.0;2126.0;66.51000213623047
JEQUITINHONHA;2015-01-21;3024.0;835.0;27.610000610351562
PARAGUACU;2015-01-21;304.0;111.0;36.47999954223633
PARAGUAI;2015-01-21;563.0;350.0;62.189998626708984
PARAIBA DO SUL;2015-01-21;7360.0;392.0;5.329999923706055
PARANA;2015-01-21;6059.0;0.0;0.0
PARANAIBA;2015-01-21;78140.0;12738.0;16.299999237060547
PARANAPANEMA;2015-01-21;12317.0;3212.0;26.079999923706055
PARNAIBA;2015-01-21;264.0;24.0;9.09000015258789
SAO FRANCISCO;2015-01-21;52835.0;8447.0;15.989999771118164
TIETE;2015-01-21;7353.0;3641.0;49.5099983215332
TOCANTINS;2015-01-21;49646.0;13607.0;27.40999984741211
URUGUAI;2015-01-21;6009.0;4518.0;75.19000244140625
AMAZONAS;2015-01-22;1086.0;396.0;36.470001220703125
CAPIVARI;2015-01-22;385.0;120.0;31.15999984741211
DOCE;2015-01-22;13.0;4.0;31.799999237060547
GRANDE;2015-01-22;51488.0;6101.0;11.850000381469727
IGUACU;2015-01-22;10248.0;6390.0;62.349998474121094
JACUI;2015-01-22;3197.0;2108.0;65.94000244140625
JEQUITINHONHA;2015-01-22;3024.0;825.0;27.280000686645508
PARAGUACU;2015-01-22;304.0;111.0;36.47999954223633
PARAGUAI;2015-01-22;563.0;346.0;61.47999954223633
PARAIBA DO SUL;2015-01-22;7360.0;383.0;5.199999809265137
PARANA;2015-01-22;6059.0;0.0;0.0
PARANAIBA;2015-01-22;78140.0;12635.0;16.170000076293945
PARANAPANEMA;2015-01-22;12317.0;3174.0;25.770000457763672
PARNAIBA;2015-01-22;264.0;24.0;9.09000015258789
SAO FRANCISCO;2015-01-22;52835.0;8388.0;15.880000114440918
TIETE;2015-01-22;7353.0;3646.0;49.58000183105469
TOCANTINS;2015-01-22;49646.0;13559.0;27.309999465942383
URUGUAI;2015-01-22;6009.0;4506.0;74.98999786376953
AMAZONAS;2015-01-23;1086.0;398.0;36.650001525878906
CAPIVARI;2015-01-23;385.0;117.0;30.3799991607666
DOCE;2015-01-23;13.0;3.0;23.850000381469727
GRANDE;2015-01-23;51488.0;6106.0;11.859999656677246
IGUACU;2015-01-23;10248.0;6299.0;61.470001220703125
JACUI;2015-01-23;3197.0;2088.0;65.31999969482422
JEQUITINHONHA;2015-01-23;3024.0;816.0;26.979999542236328
PARAGUACU;2015-01-23;304.0;110.0;36.150001525878906
PARAGUAI;2015-01-23;563.0;343.0;60.939998626708984
PARAIBA DO SUL;2015-01-23;7360.0;381.0;5.179999828338623
PARANA;2015-01-23;6059.0;0.0;0.0
PARANAIBA;2015-01-23;78140.0;12530.0;16.040000915527344
PARANAPANEMA;2015-01-23;12317.0;3130.0;25.40999984741211
PARNAIBA;2015-01-23;264.0;25.0;9.470000267028809
SAO FRANCISCO;2015-01-23;52835.0;8412.0;15.920000076293945
TIETE;2015-01-23;7353.0;3632.0;49.38999938964844
TOCANTINS;2015-01-23;49646.0;13525.0;27.239999771118164
URUGUAI;2015-01-23;6009.0;4489.0;74.69999694824219
AMAZONAS;2015-01-24;1086.0;404.0;37.209999084472656
CAPIVARI;2015-01-24;385.0;115.0;29.860000610351562
DOCE;2015-01-24;13.0;2.0;15.899999618530273
GRANDE;2015-01-24;51488.0;6186.0;12.010000228881836
IGUACU;2015-01-24;10248.0;6185.0;60.349998474121094
JACUI;2015-01-24;3197.0;2069.0;64.72000122070312
JEQUITINHONHA;2015-01-24;3024.0;806.0;26.649999618530273
PARAGUACU;2015-01-24;304.0;110.0;36.150001525878906
PARAGUAI;2015-01-24;563.0;339.0;60.22999954223633
PARAIBA DO SUL;2015-01-24;7360.0;379.0;5.150000095367432
PARANA;2015-01-24;6059.0;0.0;0.0
PARANAIBA;2015-01-24;78140.0;12506.0;16.0
PARANAPANEMA;2015-01-24;12317.0;3100.0;25.170000076293945
PARNAIBA;2015-01-24;264.0;26.0;9.850000381469727
SAO FRANCISCO;2015-01-24;52835.0;8260.0;15.630000114440918
TIETE;2015-01-24;7353.0;3630.0;49.36000061035156
TOCANTINS;2015-01-24;49646.0;13556.0;27.309999465942383
URUGUAI;2015-01-24;6009.0;4448.0;74.0199966430664
AMAZONAS;2015-01-25;1086.0;408.0;37.58000183105469
CAPIVARI;2015-01-25;385.0;117.0;30.3799991607666
DOCE;2015-01-25;13.0;2.0;15.899999618530273
GRANDE;2015-01-25;51488.0;6205.0;12.050000190734863
IGUACU;2015-01-25;10248.0;6112.0;59.63999938964844
JACUI;2015-01-25;3197.0;2061.0;64.47000122070312
JEQUITINHONHA;2015-01-25;3024.0;805.0;26.6200008392334
PARAGUACU;2015-01-25;304.0;110.0;36.150001525878906
