nomecurto;ear_data;ear_max_bacia;ear_verif_bacia_mwmes;ear_verif_bacia_percentual
AMAZONAS;2020-01-01;1120.344970703125;271.125;24.20009994506836
CAPIVARI;2020-01-01;376.5270080566406;79.88200378417969;21.215499877929688
DOCE;2020-01-01;12.763999938964844;5.7870001792907715;45.3385009765625
GRANDE;2020-01-01;51474.6015625;8953.982421875;17.395000457763672
IGUACU;2020-01-01;10189.689453125;2159.9609375;21.197500228881836
JACUI;2020-01-01;3123.087890625;2263.363037109375;72.47200012207031
JEQUITINHONHA;2020-01-01;2988.30810546875;641.0869750976562;21.45319938659668
PARAGUACU;2020-01-01;328.6090087890625;254.7899932861328;77.53589630126953
PARAGUAI;2020-01-01;558.31298828125;279.20599365234375;50.0088996887207
PARAIBA DO SUL;2020-01-01;7416.576171875;2805.77392578125;37.83110046386719
PARANA;2020-01-01;3680.138916015625;2287.2529296875;62.15129852294922
PARANAIBA;2020-01-01;78214.4453125;12640.3837890625;16.16119956970215
PARANAPANEMA;2020-01-01;12093.1416015625;3543.85009765625;29.30459976196289
PARNAIBA;2020-01-01;264.1130065917969;43.98400115966797;16.653499603271484
SAO FRANCISCO;2020-01-01;52645.015625;20367.849609375;38.68899917602539
TIETE;2020-01-01;9653.49609375;5587.60107421875;57.88159942626953
TOCANTINS;2020-01-01;49268.9609375;5035.77685546875;10.220999717712402
URUGUAI;2020-01-01;5947.81494140625;1343.47900390625;22.587799072265625
AMAZONAS;2020-01-02;1120.344970703125;278.33099365234375;24.843299865722656
CAPIVARI;2020-01-02;376.5270080566406;78.01399993896484;20.71940040588379
DOCE;2020-01-02;12.763999938964844;4.533999919891357;35.52180099487305
GRANDE;2020-01-02;51474.6015625;8929.775390625;17.347900390625
IGUACU;2020-01-02;10189.689453125;2143.39892578125;21.03499984741211
JACUI;2020-01-02;3123.087890625;2252.2939453125;72.11750030517578
JEQUITINHONHA;2020-01-02;2988.30810546875;641.0869750976562;21.45319938659668
PARAGUACU;2020-01-02;328.6090087890625;254.7899932861328;77.53589630126953
PARAGUAI;2020-01-02;558.31298828125;278.81201171875;49.93830108642578
PARAIBA DO SUL;2020-01-02;7416.576171875;2806.949951171875;37.84700012207031
PARANA;2020-01-02;3680.138916015625;2189.077880859375;59.48360061645508
PARANAIBA;2020-01-02;78214.4453125;12601.708984375;16.1117000579834
PARANAPANEMA;2020-01-02;12093.1416015625;3524.763916015625;29.146799087524414
PARNAIBA;2020-01-02;264.1130065917969;43.98400115966797;16.653499603271484
SAO FRANCISCO;2020-01-02;52645.015625;20409.744140625;38.76860046386719
TIETE;2020-01-02;9653.49609375;5540.57421875;57.394500732421875
TOCANTINS;2020-01-02;49268.9609375;5016.86083984375;10.182600021362305
URUGUAI;2020-01-02;5947.81494140625;1326.2840576171875;22.2987003326416
AMAZONAS;2020-01-03;1120.344970703125;285.260009765625;25.46179962158203
CAPIVARI;2020-01-03;376.5270080566406;76.93099975585938;20.431699752807617
DOCE;2020-01-03;12.763999938964844;4.604000091552734;36.0702018737793
GRANDE;2020-01-03;51474.6015625;8931.5166015625;17.351299285888672
IGUACU;2020-01-03;10189.689453125;2163.739990234375;21.234600067138672
JACUI;2020-01-03;3123.087890625;2239.51611328125;71.7083969116211
JEQUITINHONHA;2020-01-03;2988.30810546875;641.6599731445312;21.472400665283203
PARAGUACU;2020-01-03;328.6090087890625;255.19400024414062;77.65889739990234
PARAGUAI;2020-01-03;558.31298828125;278.41900634765625;49.86790084838867
PARAIBA DO SUL;2020-01-03;7416.576171875;2812.135009765625;37.916900634765625
PARANA;2020-01-03;3680.138916015625;2128.949951171875;57.849700927734375
PARANAIBA;2020-01-03;78214.4453125;12593.017578125;16.10059928894043
PARANAPANEMA;2020-01-03;12093.1416015625;3520.80908203125;29.114099502563477
PARNAIBA;2020-01-03;264.1130065917969;44.387001037597656;16.806100845336914
SAO FRANCISCO;2020-01-03;52645.015625;20442.76953125;38.831298828125
TIETE;2020-01-03;9653.49609375;5512.2919921875;57.10150146484375
TOCANTINS;2020-01-03;49268.9609375;4969.26904296875;10.086000442504883
URUGUAI;2020-01-03;5947.81494140625;1310.1209716796875;22.026899337768555
AMAZONAS;2020-01-04;1120.344970703125;293.9939880371094;26.24139976501465
CAPIVARI;2020-01-04;376.5270080566406;76.03500366210938;20.19379997253418
DOCE;2020-01-04;12.763999938964844;4.802000045776367;37.62139892578125
