nomecurto;ear_data;ear_max_bacia;ear_verif_bacia_mwmes;ear_verif_bacia_percentual
AMAZONAS;2018-01-01;1120.344970703125;201.0449981689453;17.944900512695312
CAPIVARI;2018-01-01;376.5270080566406;224.96099853515625;59.746299743652344
DOCE;2018-01-01;12.763999938964844;10.829000473022461;84.84020233154297
GRANDE;2018-01-01;51474.6015625;7920.119140625;15.386500358581543
IGUACU;2018-01-01;9708.6015625;5640.5341796875;58.09830093383789
JACUI;2018-01-01;3123.087890625;2443.573974609375;78.24220275878906
JEQUITINHONHA;2018-01-01;2988.30810546875;438.3810119628906;14.669899940490723
PARAGUACU;2018-01-01;328.6090087890625;75.62100219726562;23.012500762939453
PARAGUAI;2018-01-01;558.31298828125;353.4590148925781;63.30839920043945
PARAIBA DO SUL;2018-01-01;7416.576171875;2546.487060546875;34.33509826660156
PARANA;2018-01-01;3680.138916015625;2401.376953125;65.2522964477539
PARANAIBA;2018-01-01;78214.4453125;15764.455078125;20.155399322509766
PARANAPANEMA;2018-01-01;12093.1416015625;7929.9267578125;65.57379913330078
PARNAIBA;2018-01-01;264.1130065917969;123.27799987792969;46.67620086669922
SAO FRANCISCO;2018-01-01;52645.015625;6753.1328125;12.827699661254883
TIETE;2018-01-01;9653.49609375;6072.89599609375;62.90879821777344
TOCANTINS;2018-01-01;49268.9609375;6359.27001953125;12.907299995422363
URUGUAI;2018-01-01;5947.81494140625;2785.467041015625;46.8317985534668
AMAZONAS;2018-01-02;1120.344970703125;205.07200622558594;18.304399490356445
CAPIVARI;2018-01-02;376.5270080566406;229.61199951171875;60.98149871826172
DOCE;2018-01-02;12.763999938964844;10.958999633789062;85.85870361328125
GRANDE;2018-01-02;51474.6015625;8051.05810546875;15.640800476074219
IGUACU;2018-01-02;9708.6015625;5824.72607421875;59.99549865722656
JACUI;2018-01-02;3123.087890625;2438.471923828125;78.07890319824219
JEQUITINHONHA;2018-01-02;2988.30810546875;438.94500732421875;14.688699722290039
PARAGUACU;2018-01-02;328.6090087890625;75.46099853515625;22.96380043029785
PARAGUAI;2018-01-02;558.31298828125;350.71099853515625;62.816200256347656
PARAIBA DO SUL;2018-01-02;7416.576171875;2547.277099609375;34.345699310302734
PARANA;2018-01-02;3680.138916015625;2462.35205078125;66.9092025756836
PARANAIBA;2018-01-02;78214.4453125;15931.21875;20.368600845336914
PARANAPANEMA;2018-01-02;12093.1416015625;8185.630859375;67.68820190429688
PARNAIBA;2018-01-02;264.1130065917969;124.6510009765625;47.19609832763672
SAO FRANCISCO;2018-01-02;52645.015625;6952.69482421875;13.206700325012207
TIETE;2018-01-02;9653.49609375;6187.27099609375;64.09359741210938
TOCANTINS;2018-01-02;49268.9609375;6362.2529296875;12.913299560546875
URUGUAI;2018-01-02;5947.81494140625;2814.032958984375;47.3120002746582
AMAZONAS;2018-01-03;1120.344970703125;209.0540008544922;18.659799575805664
CAPIVARI;2018-01-03;376.5270080566406;230.70899963378906;61.27289962768555
DOCE;2018-01-03;12.763999938964844;11.118000030517578;87.10440063476562
GRANDE;2018-01-03;51474.6015625;8203.23046875;15.93649959564209
IGUACU;2018-01-03;9708.6015625;5960.916015625;61.39830017089844
JACUI;2018-01-03;3123.087890625;2427.968994140625;77.74259948730469
JEQUITINHONHA;2018-01-03;2988.30810546875;440.9200134277344;14.754799842834473
PARAGUACU;2018-01-03;328.6090087890625;75.10700225830078;22.856000900268555
PARAGUAI;2018-01-03;558.31298828125;348.0799865722656;62.345001220703125
PARAIBA DO SUL;2018-01-03;7416.576171875;2547.451904296875;34.34809875488281
PARANA;2018-01-03;3680.138916015625;2508.19091796875;68.15480041503906
PARANAIBA;2018-01-03;78214.4453125;16043.4775390625;20.51219940185547
PARANAPANEMA;2018-01-03;12093.1416015625;8381.908203125;69.3113021850586
PARNAIBA;2018-01-03;264.1130065917969;124.22799682617188;47.0359001159668
SAO FRANCISCO;2018-01-03;52645.015625;7062.01611328125;13.414400100708008
TIETE;2018-01-03;9653.49609375;6277.62890625;65.02960205078125
TOCANTINS;2018-01-03;49268.9609375;6325.666015625;12.83899974822998
URUGUAI;2018-01-03;5947.81494140625;2829.8310546875;47.577701568603516
AMAZONAS;2018-01-04;1120.344970703125;213.16000366210938;19.02630043029785
CAPIVARI;2018-01-04;376.5270080566406;230.70899963378906;61.27289962768555
DOCE;2018-01-04;12.763999938964844;11.237000465393066;88.03669738769531
GRANDE;2018-01-04;51474.6015625;8461.642578125;16.438499450683594
IGUACU;2018-01-04;9708.6015625;6064.0859375;62.46099853515625
JACUI;2018-01-04;3123.087890625;2417.072998046875;77.3936996459961
JEQUITINHONHA;2018-01-04;2988.30810546875;451.9289855957031;15.123200416564941
PARAGUACU;2018-01-04;328.6090087890625;74.78500366210938;22.757999420166016
PARAGUAI;2018-01-04;558.31298828125;345.7929992675781;61.935298919677734
PARAIBA DO SUL;2018-01-04;7416.576171875;2545.572998046875;34.32279968261719
PARANA;2018-01-04;3680.138916015625;2585.114013671875;70.24500274658203
PARANAIBA;2018-01-04;78214.4453125;16228.9853515625;20.749300003051758
PARANAPANEMA;2018-01-04;12093.1416015625;8538.7958984375;70.60859680175781
PARNAIBA;2018-01-04;264.1130065917969;122.01100158691406;46.19649887084961
SAO FRANCISCO;2018-01-04;52645.015625;7166.9560546875;13.613699913024902
TIETE;2018-01-04;9653.49609375;6362.10888671875;65.90470123291016
TOCANTINS;2018-01-04;49268.9609375;6294.22021484375;12.775199890136719
URUGUAI;2018-01-04;5947.81494140625;2848.862060546875;47.89759826660156
AMAZONAS;2018-01-05;1120.344970703125;217.8260040283203;19.442800521850586
CAPIVARI;2018-01-05;376.5270080566406;230.0279998779297;61.09199905395508
DOCE;2018-01-05;12.763999938964844;11.324000358581543;88.71829986572266
GRANDE;2018-01-05;51474.6015625;8746.6416015625;16.99220085144043
IGUACU;2018-01-05;9708.6015625;6136.11181640625;63.20280075073242
